root_folder	parent_chain	rel_path	filename	stem	ext	bytes	modified	format	samplerate	bits	channels	duration_s	duration_band	category	confidence	machine	instrument	descriptor	series_root	series_index	series_size	bpm	reasons	notes
beds	beds	Ceramic_hi1T2000T2000T2.aif.asd	Ceramic_hi1T2000T2000T2.aif.asd	Ceramic_hi1T2000T2000T2.aif	.asd	111612	2024-07-02	NON-AUDIO	0	0	0	0.000	unknown	CACHE	high								cache extension .asd	
beds	beds	Ceramic_hi1T8.aif	Ceramic_hi1T8.aif	Ceramic_hi1T8	.aif	2277430	2003-05-24	AIFF	44100	16	2	12.910	D 8-30s	SAMPLE	low				ceramic_hi1t	8	2		12.9s, untyped	
beds	beds	Ceramic_hi1T8.aif.asd	Ceramic_hi1T8.aif.asd	Ceramic_hi1T8.aif	.asd	41484	2024-07-02	NON-AUDIO	0	0	0	0.000	unknown	CACHE	high								cache extension .asd	
beds	beds	Ceramic_hi2.aif	Ceramic_hi2.aif	Ceramic_hi2	.aif	397502	2003-05-26	AIFF	44100	16	2	2.253	B 1-2.5s	SAMPLE-SHORT	low				ceramic_hi	2	2		2.3s, untyped	
beds	beds	Ceramic_hi2.aif.asd	Ceramic_hi2.aif.asd	Ceramic_hi2.aif	.asd	9924	2024-07-02	NON-AUDIO	0	0	0	0.000	unknown	CACHE	high								cache extension .asd	
beds	beds	the_Chad_werkdaiffUSIMCeramic_h.aif	the_Chad_werkdaiffUSIMCeramic_h.aif	the_Chad_werkdaiffUSIMCeramic_h	.aif	13567030	2003-05-26	AIFF	44100	16	2	76.910	E 30-90s	SECTION-BED	low								77s, untyped	
beds	beds	the_Chad_werkdaiffUSIMCeramic_h.aif.asd	the_Chad_werkdaiffUSIMCeramic_h.aif.asd	the_Chad_werkdaiffUSIMCeramic_h.aif	.asd	417809	2024-07-02	NON-AUDIO	0	0	0	0.000	unknown	CACHE	high								cache extension .asd	
beds&melodicLoops	beds&melodicLoops	1998 Chateau Lafite-Rothschild Pauillac.aif	1998 Chateau Lafite-Rothschild Pauillac.aif	1998 Chateau Lafite-Rothschild Pauillac	.aif	37654912	2025-04-20	AIFF	44100	16	2	213.440	F 90s-5m	SONG?	low								90s to 5m with no keyword	
beds&melodicLoops	beds&melodicLoops	another loop for your mind.LR.aif	another loop for your mind.LR.aif	another loop for your mind.LR	.aif	963178	2003-06-13	AIFF	44100	16	2	5.459	C 2.5-8s	LOOP	medium								loop keyword or bpm	
beds&melodicLoops	beds&melodicLoops	another loop for your mind.LR.aif.asd	another loop for your mind.LR.aif.asd	another loop for your mind.LR.aif	.asd	19664	2024-07-02	NON-AUDIO	0	0	0	0.000	unknown	CACHE	high								cache extension .asd	
beds&melodicLoops	beds&melodicLoops	cb2.aif	cb2.aif	cb2	.aif	1202186	2003-06-13	AIFF	44100	16	2	6.814	C 2.5-8s	SAMPLE-SHORT	low								6.8s, untyped	
beds&melodicLoops	beds&melodicLoops	cb2.aif.asd	cb2.aif.asd	cb2.aif	.asd	23356	2024-07-02	NON-AUDIO	0	0	0	0.000	unknown	CACHE	high								cache extension .asd	
beds&melodicLoops	beds&melodicLoops	cb2T2.000.aif	cb2T2.000.aif	cb2T2.000	.aif	2408502	2003-06-13	AIFF	44100	16	2	13.653	D 8-30s	SAMPLE	low								13.7s, untyped	
beds&melodicLoops	beds&melodicLoops	cb2T2.000.aif.asd	cb2T2.000.aif.asd	cb2T2.000.aif	.asd	43460	2024-07-02	NON-AUDIO	0	0	0	0.000	unknown	CACHE	high								cache extension .asd	
beds&melodicLoops	beds&melodicLoops	cb2T2000T2.000.aif	cb2T2000T2.000.aif	cb2T2000T2.000	.aif	4821046	2003-06-13	AIFF	44100	16	2	27.330	D 8-30s	SAMPLE	low								27.3s, untyped	
beds&melodicLoops	beds&melodicLoops	cb2T2000T2.000.aif.asd	cb2T2000T2.000.aif.asd	cb2T2000T2.000.aif	.asd	83648	2024-07-02	NON-AUDIO	0	0	0	0.000	unknown	CACHE	high								cache extension .asd	
beds&melodicLoops	beds&melodicLoops	cb2T2000T2000T2.000.aif	cb2T2000T2000T2.000.aif	cb2T2000T2000T2.000	.aif	9646134	2003-06-13	AIFF	44100	16	2	54.683	E 30-90s	SECTION-BED	low								55s, untyped	
beds&melodicLoops	beds&melodicLoops	cb2T2000T2000T2.000.aif.asd	cb2T2000T2000T2.000.aif.asd	cb2T2000T2000T2.000.aif	.asd	295165	2024-07-02	NON-AUDIO	0	0	0	0.000	unknown	CACHE	high								cache extension .asd	
beds&melodicLoops	beds&melodicLoops	deep_runner.sd2	deep_runner.sd2	deep_runner	.sd2	9756672	2003-06-13	RAW-PCM	44100	16	2	55.310	E 30-90s	SECTION-BED	low								55s, untyped	headerless - specs assumed, duration is an estimate
beds&melodicLoops	beds&melodicLoops	fadeIn.aif	fadeIn.aif	fadeIn	.aif	2088282	2003-06-13	AIFF	44100	16	2	11.838	D 8-30s	SAMPLE	low								11.8s, untyped	
beds&melodicLoops	beds&melodicLoops	fadeIn.aif.asd	fadeIn.aif.asd	fadeIn.aif	.asd	38428	2024-07-02	NON-AUDIO	0	0	0	0.000	unknown	CACHE	high								cache extension .asd	
beds&melodicLoops	beds&melodicLoops	fadeInT32.000.aif	fadeInT32.000.aif	fadeInT32.000	.aif	4788278	2003-06-13	AIFF	44100	16	2	27.144	D 8-30s	SAMPLE	low								27.1s, untyped	
beds&melodicLoops	beds&melodicLoops	fadeInT32.000.aif.asd	fadeInT32.000.aif.asd	fadeInT32.000.aif	.asd	83348	2024-07-02	NON-AUDIO	0	0	0	0.000	unknown	CACHE	high								cache extension .asd	
beds&melodicLoops	beds&melodicLoops	fadeInT8.000.aif	fadeInT8.000.aif	fadeInT8.000	.aif	5374058	2003-06-13	AIFF	44100	16	2	30.465	E 30-90s	SECTION-BED	low								30s, untyped	
beds&melodicLoops	beds&melodicLoops	fadeInT8.000.aif.asd	fadeInT8.000.aif.asd	fadeInT8.000.aif	.asd	95188	2025-02-05	NON-AUDIO	0	0	0	0.000	unknown	CACHE	high								cache extension .asd	
beds&melodicLoops	beds&melodicLoops	fadeInT8000T2.000.aif	fadeInT8000T2.000.aif	fadeInT8000T2.000	.aif	10750006	2003-06-13	AIFF	44100	16	2	60.941	E 30-90s	SECTION-BED	low								61s, untyped	
beds&melodicLoops	beds&melodicLoops	fadeInT8000T2.000.aif.asd	fadeInT8000T2.000.aif.asd	fadeInT8000T2.000.aif	.asd	334285	2025-02-05	NON-AUDIO	0	0	0	0.000	unknown	CACHE	high								cache extension .asd	
beds&melodicLoops	beds&melodicLoops	fed-back.aif	fed-back.aif	fed-back	.aif	3636890	2003-01-01	AIFF	44100	16	2	20.617	D 8-30s	SAMPLE	low								20.6s, untyped	
beds&melodicLoops	beds&melodicLoops	fed-back.aif.asd	fed-back.aif.asd	fed-back.aif	.asd	64540	2024-07-02	NON-AUDIO	0	0	0	0.000	unknown	CACHE	high								cache extension .asd	
beds&melodicLoops	beds&melodicLoops	gcs*bigNoiseT4.000.aif	gcs*bigNoiseT4.000.aif	gcs*bigNoiseT4.000	.aif	6549558	2003-06-13	AIFF	48000	16	2	34.112	E 30-90s	SECTION-BED	low								34s, untyped	
beds&melodicLoops	beds&melodicLoops	gcs*bigNoiseT4.000.aif.asd	gcs*bigNoiseT4.000.aif.asd	gcs*bigNoiseT4.000.aif	.asd	112264	2024-07-02	NON-AUDIO	0	0	0	0.000	unknown	CACHE	high								cache extension .asd	
beds&melodicLoops	beds&melodicLoops	higher_bedderT2000T2000T2.000.aif	higher_bedderT2000T2000T2.000.aif	higher_bedderT2000T2000T2.000	.aif	2975798	2003-06-13	AIFF	44100	16	2	16.869	D 8-30s	SAMPLE	low								16.9s, untyped	
beds&melodicLoops	beds&melodicLoops	higher_bedderT2000T2000T2.000.aif.asd	higher_bedderT2000T2000T2.000.aif.asd	higher_bedderT2000T2000T2.000.aif	.asd	53768	2024-07-02	NON-AUDIO	0	0	0	0.000	unknown	CACHE	high								cache extension .asd	
beds&melodicLoops	beds&melodicLoops	mc_900_ft_jesus*32aif_editT8.00.aif	mc_900_ft_jesus*32aif_editT8.00.aif	mc_900_ft_jesus*32aif_editT8.00	.aif	8630326	2003-06-13	AIFF	44100	16	2	48.924	E 30-90s	SECTION-BED	low								49s, untyped	
beds&melodicLoops	beds&melodicLoops	mc_900_ft_jesus*32aif_editT8.00.aif.asd	mc_900_ft_jesus*32aif_editT8.00.aif.asd	mc_900_ft_jesus*32aif_editT8.00.aif	.asd	148189	2024-07-02	NON-AUDIO	0	0	0	0.000	unknown	CACHE	high								cache extension .asd	
beds&melodicLoops	beds&melodicLoops	pikDrone.aif	pikDrone.aif	pikDrone	.aif	2061602	2003-06-13	AIFF	44100	16	2	11.686	D 8-30s	SAMPLE	low								11.7s, untyped	
beds&melodicLoops	beds&melodicLoops	pikDrone.aif.asd	pikDrone.aif.asd	pikDrone.aif	.asd	38836	2024-07-02	NON-AUDIO	0	0	0	0.000	unknown	CACHE	high								cache extension .asd	
beds&melodicLoops	beds&melodicLoops	regarding that she is my childe.aif	regarding that she is my childe.aif	regarding that she is my childe	.aif	918532	2025-04-20	AIFF	44100	16	2	5.184	C 2.5-8s	SAMPLE-SHORT	low								5.2s, untyped	
